year,month,hour_of_day,incident_type_primary,day_of_week
2011,8,21,LARCENY/THEFT,Thursday
2013,8,14,LARCENY/THEFT,Thursday
2011,8,12,LARCENY/THEFT,Tuesday
2009,3,2,LARCENY/THEFT,Sunday
2012,10,9,ASSAULT,Tuesday
2015,1,10,LARCENY/THEFT,Thursday
2017,4,13,LARCENY/THEFT,Wednesday
2008,10,0,LARCENY/THEFT,Sunday
2006,6,19,LARCENY/THEFT,Friday
2011,12,11,LARCENY/THEFT,Friday
2007,9,0,UUV,Sunday
2019,6,21,LARCENY/THEFT,Wednesday
2012,8,10,CRIM NEGLIGENT HOMICIDE,Thursday
2021,6,8,ASSAULT,Monday
2009,8,22,ROBBERY,Thursday
2021,2,13,LARCENY/THEFT,Monday
2011,7,12,BURGLARY,Sunday
2010,6,15,LARCENY/THEFT,Saturday
2008,10,13,BURGLARY,Wednesday
2018,6,16,LARCENY/THEFT,Friday
2011,8,9,ASSAULT,Friday
2009,8,17,LARCENY/THEFT,Sunday
2012,4,7,LARCENY/THEFT,Sunday
2012,11,20,UUV,Wednesday
2019,12,15,LARCENY/THEFT,Tuesday
2013,10,9,LARCENY/THEFT,Saturday
2007,3,0,ROBBERY,Wednesday
2009,3,11,LARCENY/THEFT,Thursday
2007,10,22,MURDER,Sunday
2011,7,3,ROBBERY,Tuesday
2018,7,11,LARCENY/THEFT,Monday
2017,8,8,ASSAULT,Saturday
2013,1,13,LARCENY/THEFT,Saturday
2007,10,0,LARCENY/THEFT,Sunday
2010,7,22,ASSAULT,Wednesday
2017,6,13,LARCENY/THEFT,Sunday
2017,11,8,LARCENY/THEFT,Thursday
2007,8,10,ROBBERY,Wednesday
2011,1,15,LARCENY/THEFT,Wednesday
2017,2,11,LARCENY/THEFT,Saturday
2007,7,0,BURGLARY,Monday
2011,5,20,SEXUAL ABUSE,Saturday
2006,11,19,LARCENY/THEFT,Saturday
2016,3,19,ASSAULT,Wednesday
2012,8,14,LARCENY/THEFT,Thursday
2010,3,17,LARCENY/THEFT,Thursday
2016,8,16,ASSAULT,Thursday
2021,5,18,ASSAULT,Thursday
2006,12,17,LARCENY/THEFT,Sunday
2011,11,15,BURGLARY,Tuesday
2020,1,5,ASSAULT,Wednesday
2009,5,17,LARCENY/THEFT,Friday
2007,2,21,UUV,Sunday
2008,8,0,ASSAULT,Thursday
2007,3,10,BURGLARY,Wednesday
2012,1,19,BURGLARY,Monday
2011,11,9,ASSAULT,Saturday
2008,9,13,LARCENY/THEFT,Friday
2012,4,23,LARCENY/THEFT,Saturday
2007,11,0,LARCENY/THEFT,Tuesday
2012,4,18,BURGLARY,Saturday
2011,1,0,LARCENY/THEFT,Saturday
2009,5,21,LARCENY/THEFT,Monday
2007,4,2,LARCENY/THEFT,Sunday
2007,1,0,LARCENY/THEFT,Monday
2013,1,9,ASSAULT,Sunday
2012,5,14,LARCENY/THEFT,Thursday
2018,5,19,LARCENY/THEFT,Tuesday
2013,7,12,LARCENY/THEFT,Saturday
2020,5,12,LARCENY/THEFT,Tuesday
2019,7,20,LARCENY/THEFT,Tuesday
2013,11,14,BURGLARY,Tuesday
2017,4,11,ASSAULT,Saturday
2007,12,19,LARCENY/THEFT,Saturday
2015,1,8,LARCENY/THEFT,Friday
2013,12,9,ASSAULT,Wednesday
2007,2,3,ROBBERY,Monday
2008,10,18,ROBBERY,Wednesday
2018,4,7,LARCENY/THEFT,Tuesday
2009,10,4,UUV,Saturday
2014,11,0,UUV,Sunday
2020,1,23,BURGLARY,Friday
2016,11,12,LARCENY/THEFT,Wednesday
2020,5,15,LARCENY/THEFT,Tuesday
2018,1,23,ASSAULT,Monday
2008,11,21,BURGLARY,Monday
2009,4,0,BURGLARY,Wednesday
2007,6,8,ASSAULT,Thursday
2011,3,1,UUV,Tuesday
2007,11,12,BURGLARY,Tuesday
2016,5,22,ROBBERY,Thursday
2013,11,18,UUV,Saturday
2013,4,12,LARCENY/THEFT,Thursday
2013,4,21,LARCENY/THEFT,Monday
2013,9,22,ROBBERY,Monday
2006,4,1,LARCENY/THEFT,Sunday
2020,12,3,BURGLARY,Saturday
2017,3,22,LARCENY/THEFT,Tuesday
2018,2,0,UUV,Tuesday
2010,6,17,ASSAULT,Tuesday
2015,12,15,ASSAULT,Friday
2022,3,9,BURGLARY,Wednesday
2016,2,4,BURGLARY,Wednesday
2007,4,13,LARCENY/THEFT,Saturday
2014,8,14,BURGLARY,Thursday
2010,7,2,BURGLARY,Tuesday
2012,3,11,BURGLARY,Friday
2007,3,19,ASSAULT,Monday
2017,5,12,BURGLARY,Friday
2006,5,3,LARCENY/THEFT,Saturday
2013,10,21,ROBBERY,Thursday
2019,6,18,ASSAULT,Tuesday
2007,10,18,ROBBERY,Monday
2013,4,6,BURGLARY,Monday
2007,6,18,LARCENY/THEFT,Thursday
2009,11,9,LARCENY/THEFT,Thursday
2010,3,0,UUV,Thursday
2016,4,3,ASSAULT,Saturday
2012,1,12,BURGLARY,Friday
2020,5,6,ASSAULT,Sunday
2010,10,16,RAPE,Saturday
2014,6,21,ROBBERY,Friday
2008,11,16,UUV,Monday
2014,9,11,ASSAULT,Wednesday
2014,11,16,LARCENY/THEFT,Sunday
2011,3,14,BURGLARY,Tuesday
2007,11,20,UUV,Tuesday
2012,12,0,LARCENY/THEFT,Monday
2019,4,21,ASSAULT,Saturday
2006,9,10,UUV,Monday
2010,6,12,LARCENY/THEFT,Thursday
2007,9,0,LARCENY/THEFT,Wednesday
2011,9,17,LARCENY/THEFT,Monday
2017,10,0,ASSAULT,Sunday
2011,8,10,LARCENY/THEFT,Saturday
2011,8,19,LARCENY/THEFT,Sunday
2013,7,12,LARCENY/THEFT,Thursday
2011,11,21,BURGLARY,Tuesday
2019,10,12,BURGLARY,Tuesday
2009,7,19,ROBBERY,Monday
2015,2,12,LARCENY/THEFT,Sunday
2009,1,23,LARCENY/THEFT,Saturday
2009,11,0,BURGLARY,Saturday
2020,1,15,LARCENY/THEFT,Monday
2016,11,0,LARCENY/THEFT,Saturday
2013,6,2,ASSAULT,Monday
2021,2,18,UUV,Tuesday
2021,9,1,ROBBERY,Thursday
2011,11,13,BURGLARY,Wednesday
2018,7,21,LARCENY/THEFT,Sunday
2007,6,14,BURGLARY,Wednesday
2014,10,7,LARCENY/THEFT,Wednesday
2014,11,2,LARCENY/THEFT,Friday
2015,9,0,LARCENY/THEFT,Wednesday
2017,11,15,LARCENY/THEFT,Tuesday
2014,7,0,ASSAULT,Friday
2020,7,19,UUV,Wednesday
2009,3,0,RAPE,Friday
2018,4,4,ROBBERY,Sunday
2022,4,16,UUV,Friday
2006,8,16,BURGLARY,Monday
2015,12,14,ASSAULT,Thursday
2009,6,11,BURGLARY,Friday
2014,12,20,LARCENY/THEFT,Thursday
2019,1,19,UUV,Monday
2011,3,17,LARCENY/THEFT,Friday
2017,11,5,ASSAULT,Tuesday
2015,7,0,LARCENY/THEFT,Tuesday
2012,8,12,LARCENY/THEFT,Thursday
1967,1,12,SEXUAL ABUSE,Sunday
2018,11,14,LARCENY/THEFT,Saturday
2016,7,0,LARCENY/THEFT,Sunday
2018,3,8,LARCENY/THEFT,Friday
2016,11,15,LARCENY/THEFT,Monday
2012,8,0,SEXUAL ABUSE,Wednesday
2012,3,17,LARCENY/THEFT,Thursday
2009,10,0,UUV,Monday
2012,3,1,ASSAULT,Sunday
2013,8,8,ASSAULT,Friday
2012,11,10,BURGLARY,Thursday
2006,12,0,BURGLARY,Thursday
2009,11,18,UUV,Friday
2007,4,12,LARCENY/THEFT,Monday
2015,12,19,LARCENY/THEFT,Sunday
2007,1,17,UUV,Monday
2006,10,11,ROBBERY,Wednesday
2009,10,21,ASSAULT,Thursday
2006,9,0,LARCENY/THEFT,Wednesday
2006,8,18,LARCENY/THEFT,Sunday
2009,2,7,BURGLARY,Tuesday
2016,6,10,BURGLARY,Thursday
2008,10,4,UUV,Sunday
2015,6,10,ASSAULT,Tuesday
2009,9,23,UUV,Sunday
2015,5,7,LARCENY/THEFT,Wednesday
2015,6,22,BURGLARY,Saturday
2015,5,22,BURGLARY,Thursday
2007,6,9,ASSAULT,Saturday
2021,11,9,LARCENY/THEFT,Tuesday
2007,1,4,ASSAULT,Sunday
2015,11,12,BURGLARY,Saturday
2008,8,1,ROBBERY,Monday
2010,12,23,LARCENY/THEFT,Thursday
2013,4,2,BURGLARY,Tuesday
2020,3,9,LARCENY/THEFT,Thursday
2013,8,9,LARCENY/THEFT,Monday
2013,7,16,UUV,Monday
2010,4,1,LARCENY/THEFT,Monday
2018,1,21,LARCENY/THEFT,Thursday
2010,11,13,ROBBERY,Saturday
2009,3,13,LARCENY/THEFT,Tuesday
2012,4,5,ASSAULT,Tuesday
2011,12,17,LARCENY/THEFT,Friday
2011,10,4,ASSAULT,Monday
2014,10,18,ASSAULT,Monday
2012,12,9,LARCENY/THEFT,Friday
2016,3,13,ASSAULT,Sunday
2009,12,2,BURGLARY,Saturday
2010,5,1,UUV,Saturday
2017,6,0,LARCENY/THEFT,Friday
2012,2,14,LARCENY/THEFT,Sunday
2008,9,13,LARCENY/THEFT,Monday
2011,12,0,LARCENY/THEFT,Saturday
2013,12,11,LARCENY/THEFT,Monday
2007,7,17,BURGLARY,Wednesday
2021,8,9,BURGLARY,Thursday
2013,3,8,ROBBERY,Sunday
2011,3,0,LARCENY/THEFT,Tuesday
2009,1,0,ASSAULT,Thursday
2006,12,6,UUV,Friday
2014,12,9,LARCENY/THEFT,Thursday
2011,10,11,ASSAULT,Sunday
2010,4,9,LARCENY/THEFT,Thursday
2009,5,10,LARCENY/THEFT,Friday
2007,6,21,BURGLARY,Tuesday
2015,11,10,BURGLARY,Wednesday
2009,8,8,BURGLARY,Thursday
2016,10,17,ASSAULT,Wednesday
2007,8,0,UUV,Monday
2018,5,0,LARCENY/THEFT,Wednesday
2017,8,20,LARCENY/THEFT,Thursday
2006,11,0,UUV,Saturday
2006,8,0,ROBBERY,Friday
2018,7,14,LARCENY/THEFT,Friday
2014,5,20,BURGLARY,Sunday
2015,7,1,BURGLARY,Wednesday
2016,8,11,ASSAULT,Wednesday
2010,10,16,BURGLARY,Monday
2011,12,0,LARCENY/THEFT,Monday
2015,11,19,LARCENY/THEFT,Tuesday
2015,7,22,ASSAULT,Thursday
2009,12,3,ASSAULT,Sunday
2015,9,6,LARCENY/THEFT,Friday
2015,7,4,BURGLARY,Saturday
2012,5,0,LARCENY/THEFT,Tuesday
2016,2,17,LARCENY/THEFT,Tuesday
2010,8,8,BURGLARY,Thursday
2020,6,20,ASSAULT,Tuesday
2014,5,1,ROBBERY,Tuesday
2016,1,19,LARCENY/THEFT,Saturday
2020,3,8,LARCENY/THEFT,Wednesday
2010,5,0,BURGLARY,Thursday
2006,2,23,UUV,Saturday
2010,9,21,LARCENY/THEFT,Tuesday
2007,12,15,BURGLARY,Saturday
2006,11,16,LARCENY/THEFT,Tuesday
2017,9,11,ASSAULT,Saturday
2011,8,21,ASSAULT,Wednesday
2015,2,12,BURGLARY,Saturday
2015,11,5,BURGLARY,Sunday
2018,4,5,UUV,Wednesday
2006,7,1,ROBBERY,Saturday
2018,11,16,ASSAULT,Sunday
2010,1,19,ROBBERY,Saturday
2009,2,11,LARCENY/THEFT,Saturday
2022,1,11,ASSAULT,Thursday
2006,5,0,UUV,Monday
2017,9,9,BURGLARY,Friday
2019,9,16,LARCENY/THEFT,Saturday
2012,3,17,LARCENY/THEFT,Wednesday
2012,7,2,UUV,Friday
2019,7,6,LARCENY/THEFT,Friday
2022,2,13,BURGLARY,Monday
2013,2,21,UUV,Tuesday
2009,7,10,LARCENY/THEFT,Monday
2013,6,22,ASSAULT,Sunday
2010,11,2,ROBBERY,Sunday
2011,3,19,UUV,Friday
2016,1,11,ROBBERY,Friday
2011,4,14,BURGLARY,Sunday
2015,7,16,LARCENY/THEFT,Thursday
2015,1,1,ASSAULT,Friday
2020,11,18,LARCENY/THEFT,Friday
2007,6,19,LARCENY/THEFT,Saturday
2008,9,0,BURGLARY,Sunday
2011,4,4,LARCENY/THEFT,Friday
2013,6,11,LARCENY/THEFT,Sunday
2007,10,21,LARCENY/THEFT,Friday
2020,7,14,LARCENY/THEFT,Friday
2021,10,7,LARCENY/THEFT,Monday
2006,12,19,LARCENY/THEFT,Monday
2009,12,19,ASSAULT,Friday
2015,12,0,LARCENY/THEFT,Tuesday
2020,5,20,LARCENY/THEFT,Friday
2015,12,17,UUV,Friday
2013,12,19,ROBBERY,Wednesday
2007,3,0,BURGLARY,Thursday
2014,1,0,SEXUAL ABUSE,Wednesday
2010,9,6,BURGLARY,Friday
2009,2,21,LARCENY/THEFT,Wednesday
2012,4,16,BURGLARY,Thursday
2006,1,7,ROBBERY,Tuesday
2015,6,18,LARCENY/THEFT,Thursday
2016,12,13,BURGLARY,Saturday
2014,10,12,BURGLARY,Thursday
2018,12,2,LARCENY/THEFT,Tuesday
2010,5,12,LARCENY/THEFT,Monday
2014,2,3,ASSAULT,Sunday
2016,5,12,BURGLARY,Thursday
2014,2,5,ASSAULT,Saturday
2019,3,23,BURGLARY,Sunday
2009,12,17,BURGLARY,Thursday
2009,12,22,LARCENY/THEFT,Sunday
2017,9,18,LARCENY/THEFT,Tuesday
2019,3,0,LARCENY/THEFT,Sunday
2006,5,19,BURGLARY,Tuesday
2015,6,8,BURGLARY,Wednesday
2010,9,10,BURGLARY,Tuesday
2000,6,0,LARCENY/THEFT,Friday
2008,10,10,LARCENY/THEFT,Thursday
2012,12,8,ASSAULT,Monday
2019,9,19,LARCENY/THEFT,Saturday
2022,3,20,ASSAULT,Sunday
2017,7,3,LARCENY/THEFT,Saturday
2013,2,17,BURGLARY,Tuesday
2013,7,19,BURGLARY,Wednesday
2011,10,0,ASSAULT,Sunday
2022,2,16,ASSAULT,Monday
2011,8,21,ROBBERY,Tuesday
2015,6,5,ASSAULT,Tuesday
2010,10,0,LARCENY/THEFT,Saturday
2008,9,19,LARCENY/THEFT,Friday
2017,5,15,LARCENY/THEFT,Thursday
2013,10,12,LARCENY/THEFT,Tuesday
2006,3,0,BURGLARY,Friday
2013,5,2,LARCENY/THEFT,Tuesday
2016,4,11,ASSAULT,Saturday
2018,4,10,BURGLARY,Tuesday
2012,8,9,LARCENY/THEFT,Tuesday
2010,8,5,ASSAULT,Monday
2017,12,10,RAPE,Tuesday
2010,9,19,BURGLARY,Saturday
2011,11,1,LARCENY/THEFT,Friday
2008,12,12,LARCENY/THEFT,Tuesday
2019,2,17,BURGLARY,Tuesday
2012,12,0,ASSAULT,Friday
2011,5,11,UUV,Friday
2016,9,23,ASSAULT,Monday
2009,11,23,BURGLARY,Tuesday
2018,10,20,LARCENY/THEFT,Tuesday
2010,3,2,ASSAULT,Sunday
2020,6,12,LARCENY/THEFT,Sunday
2012,9,20,ROBBERY,Monday
2009,6,0,UUV,Tuesday
2015,3,16,ASSAULT,Friday
2008,7,0,LARCENY/THEFT,Saturday
2006,6,22,ASSAULT,Tuesday
2013,7,14,LARCENY/THEFT,Saturday
2009,8,0,LARCENY/THEFT,Tuesday
2015,7,19,BURGLARY,Monday
2020,12,21,UUV,Sunday
2006,2,9,BURGLARY,Monday
2016,8,12,ASSAULT,Tuesday
2010,10,3,LARCENY/THEFT,Sunday
2015,3,5,THEFT OF SERVICES,Thursday
2008,10,0,LARCENY/THEFT,Friday
2016,12,12,ROBBERY,Monday
2009,7,18,ASSAULT,Tuesday
2008,8,22,LARCENY/THEFT,Friday
2021,9,2,ASSAULT,Wednesday
2006,8,0,LARCENY/THEFT,Friday
2009,11,0,UUV,Tuesday
2006,11,23,LARCENY/THEFT,Saturday
2020,9,21,LARCENY/THEFT,Tuesday
2012,4,4,ASSAULT,Saturday
2013,5,8,ASSAULT,Thursday
2016,4,15,ROBBERY,Wednesday
2012,6,3,LARCENY/THEFT,Wednesday
2011,4,8,BURGLARY,Sunday
2015,7,3,UUV,Sunday
2013,6,4,ASSAULT,Monday
2006,8,16,UUV,Friday
2015,12,18,ROBBERY,Wednesday
2014,11,11,BURGLARY,Thursday
2013,10,19,LARCENY/THEFT,Tuesday
2010,7,22,ASSAULT,Monday
2010,4,13,ASSAULT,Tuesday
2014,5,13,LARCENY/THEFT,Saturday
2014,6,14,ASSAULT,Tuesday
2019,4,13,ASSAULT,Wednesday
2016,7,7,BURGLARY,Monday
2008,8,17,LARCENY/THEFT,Thursday
2015,9,7,BURGLARY,Monday
2014,4,10,LARCENY/THEFT,Wednesday
2013,6,17,LARCENY/THEFT,Tuesday
2021,8,2,ASSAULT,Thursday
2013,4,11,ASSAULT,Monday
2013,3,12,LARCENY/THEFT,Tuesday
2007,10,6,UUV,Thursday
2008,8,17,LARCENY/THEFT,Friday
2006,10,7,LARCENY/THEFT,Thursday
2010,9,23,ASSAULT,Tuesday
2018,2,3,LARCENY/THEFT,Wednesday
2009,2,16,LARCENY/THEFT,Sunday
2018,3,17,UUV,Friday
2011,12,2,BURGLARY,Wednesday
2014,7,12,BURGLARY,Wednesday
2020,5,14,ASSAULT,Monday
2016,7,21,ASSAULT,Wednesday
2019,8,21,LARCENY/THEFT,Friday
2018,1,13,LARCENY/THEFT,Monday
2009,11,16,ASSAULT,Saturday
2016,6,0,LARCENY/THEFT,Tuesday
2012,6,0,LARCENY/THEFT,Friday
2007,3,6,BURGLARY,Wednesday
2013,8,0,UUV,Saturday
2016,5,23,ROBBERY,Thursday
2017,5,16,UUV,Wednesday
2016,11,23,ASSAULT,Saturday
2006,8,22,LARCENY/THEFT,Thursday
2016,10,18,LARCENY/THEFT,Monday
2012,1,15,LARCENY/THEFT,Saturday
2010,4,18,LARCENY/THEFT,Thursday
2006,8,0,ASSAULT,Tuesday
2016,3,1,ASSAULT,Sunday
2009,5,10,BURGLARY,Tuesday
2008,11,19,ASSAULT,Thursday
2015,3,8,ASSAULT,Wednesday
2007,4,16,ASSAULT,Monday
2016,7,12,ASSAULT,Saturday
2014,11,22,ASSAULT,Sunday
2013,9,4,LARCENY/THEFT,Monday
2007,7,9,BURGLARY,Sunday
2006,10,18,LARCENY/THEFT,Wednesday
2014,8,11,ASSAULT,Thursday
2017,2,3,LARCENY/THEFT,Wednesday
2015,7,20,UUV,Sunday
2010,5,1,LARCENY/THEFT,Sunday
2017,3,12,BURGLARY,Saturday
2014,11,19,LARCENY/THEFT,Monday
2021,2,21,UUV,Thursday
2016,1,9,ROBBERY,Monday
2015,12,0,BURGLARY,Thursday
2022,1,8,LARCENY/THEFT,Saturday
2021,5,22,UUV,Tuesday
2014,4,9,LARCENY/THEFT,Wednesday
2011,12,12,LARCENY/THEFT,Tuesday
2013,9,0,ASSAULT,Tuesday
2015,7,23,LARCENY/THEFT,Thursday
2013,9,0,ROBBERY,Friday
2009,1,22,LARCENY/THEFT,Sunday
2015,9,17,ASSAULT,Friday
2009,10,15,LARCENY/THEFT,Friday
2006,6,10,ASSAULT,Friday
2017,3,0,UUV,Thursday
2015,9,6,ASSAULT,Sunday
2017,9,5,ASSAULT,Sunday
2011,2,18,ROBBERY,Thursday
2011,4,23,ASSAULT,Saturday
2014,7,0,LARCENY/THEFT,Tuesday
2020,6,23,LARCENY/THEFT,Sunday
2010,5,19,LARCENY/THEFT,Thursday
2014,1,22,UUV,Monday
2019,7,3,LARCENY/THEFT,Friday
2011,2,14,LARCENY/THEFT,Thursday
2012,8,12,LARCENY/THEFT,Sunday
2015,11,12,ASSAULT,Sunday
2017,8,21,ASSAULT,Tuesday
2006,5,9,LARCENY/THEFT,Monday
2007,8,20,LARCENY/THEFT,Monday
2017,2,9,SEXUAL ABUSE,Saturday
2017,12,21,LARCENY/THEFT,Sunday
2016,6,19,LARCENY/THEFT,Wednesday
2020,2,18,LARCENY/THEFT,Friday
2018,5,22,ASSAULT,Sunday
2011,7,20,LARCENY/THEFT,Friday
2013,3,15,ASSAULT,Monday
2017,9,22,ASSAULT,Sunday
2019,10,2,LARCENY/THEFT,Friday
2018,3,12,BURGLARY,Saturday
2018,9,4,BURGLARY,Saturday
2011,3,9,BURGLARY,Tuesday
2016,4,5,ROBBERY,Saturday
2020,8,13,LARCENY/THEFT,Saturday
2019,3,10,BURGLARY,Monday
2019,5,12,ASSAULT,Friday
2017,3,21,ASSAULT,Sunday
2011,11,12,BURGLARY,Wednesday
2021,5,3,LARCENY/THEFT,Saturday
2019,5,12,ASSAULT,Tuesday
2015,7,18,ASSAULT,Saturday
2019,11,0,LARCENY/THEFT,Friday
2020,11,15,LARCENY/THEFT,Friday
2009,7,17,BURGLARY,Friday
2018,8,19,ROBBERY,Friday
2006,5,0,ASSAULT,Monday
2016,3,18,LARCENY/THEFT,Friday
2017,10,22,LARCENY/THEFT,Friday
2006,8,17,ROBBERY,Tuesday
2021,6,0,ASSAULT,Sunday
2010,8,17,LARCENY/THEFT,Sunday
2007,10,22,LARCENY/THEFT,Thursday
2017,6,23,ASSAULT,Wednesday
2010,10,18,BURGLARY,Tuesday
2013,7,16,LARCENY/THEFT,Wednesday
2006,12,18,LARCENY/THEFT,Thursday
2007,12,22,ASSAULT,Thursday
2010,10,9,ASSAULT,Friday
2006,5,19,LARCENY/THEFT,Friday
2009,5,0,ASSAULT,Tuesday
2006,1,23,ASSAULT,Wednesday
2006,9,13,LARCENY/THEFT,Wednesday
2010,8,5,BURGLARY,Sunday
2016,5,21,LARCENY/THEFT,Thursday
2014,5,14,BURGLARY,Sunday
2019,10,18,BURGLARY,Sunday
2010,7,19,ASSAULT,Thursday
2010,7,3,ASSAULT,Thursday
2007,3,0,LARCENY/THEFT,Monday
2007,6,0,ROBBERY,Sunday
2006,5,0,LARCENY/THEFT,Saturday
2014,10,22,LARCENY/THEFT,Monday
2013,7,8,LARCENY/THEFT,Monday
2016,8,12,LARCENY/THEFT,Monday
2012,12,17,ASSAULT,Thursday
2016,8,13,LARCENY/THEFT,Monday
2017,7,0,THEFT OF SERVICES,Sunday
2013,9,21,LARCENY/THEFT,Monday
2018,8,0,LARCENY/THEFT,Wednesday
2012,1,0,LARCENY/THEFT,Friday
2016,3,5,ASSAULT,Monday
2014,7,11,BURGLARY,Friday
2019,4,10,ASSAULT,Thursday
2011,1,10,ASSAULT,Sunday
2009,10,23,LARCENY/THEFT,Thursday
2018,4,18,LARCENY/THEFT,Wednesday
2007,7,15,LARCENY/THEFT,Monday
2012,1,1,ASSAULT,Tuesday
2014,12,15,LARCENY/THEFT,Tuesday
2007,4,14,BURGLARY,Monday
2021,2,16,BURGLARY,Sunday
2016,12,1,LARCENY/THEFT,Thursday
2014,9,21,LARCENY/THEFT,Tuesday
2009,3,0,LARCENY/THEFT,Monday
2007,8,14,LARCENY/THEFT,Wednesday
2016,7,9,LARCENY/THEFT,Tuesday
2007,3,0,BURGLARY,Thursday
2007,4,0,RAPE,Saturday
2007,6,20,LARCENY/THEFT,Wednesday
2020,1,12,BURGLARY,Tuesday
2021,4,13,LARCENY/THEFT,Sunday
2019,10,14,LARCENY/THEFT,Tuesday
2017,5,8,BURGLARY,Monday
2009,4,12,LARCENY/THEFT,Monday
2013,5,15,BURGLARY,Friday
2019,11,17,LARCENY/THEFT,Tuesday
2016,4,0,UUV,Wednesday
2006,4,22,LARCENY/THEFT,Thursday
2021,10,9,BURGLARY,Saturday
2020,11,8,UUV,Tuesday
2006,6,0,BURGLARY,Tuesday
2009,10,11,LARCENY/THEFT,Friday
2006,4,12,LARCENY/THEFT,Monday
2015,5,23,LARCENY/THEFT,Tuesday
2019,5,13,ASSAULT,Saturday
2008,1,20,UUV,Tuesday
2020,9,1,ROBBERY,Saturday
2006,6,19,ASSAULT,Sunday
2020,12,19,UUV,Tuesday
2007,8,0,LARCENY/THEFT,Monday
2016,11,6,BURGLARY,Saturday
2015,12,20,BURGLARY,Friday
2015,11,21,ROBBERY,Friday
2011,2,12,LARCENY/THEFT,Monday
2010,1,19,BURGLARY,Monday
2011,7,6,LARCENY/THEFT,Friday
2012,8,18,LARCENY/THEFT,Thursday
2011,6,10,LARCENY/THEFT,Friday
2014,7,3,LARCENY/THEFT,Tuesday
2008,8,21,BURGLARY,Monday
2022,3,22,ASSAULT,Tuesday
2011,12,1,ASSAULT,Sunday
2006,8,21,ROBBERY,Wednesday
2013,6,12,LARCENY/THEFT,Tuesday
2021,9,17,LARCENY/THEFT,Friday
2018,7,14,BURGLARY,Tuesday
2016,8,23,BURGLARY,Tuesday
2010,8,10,BURGLARY,Friday
2017,2,16,ASSAULT,Saturday
2011,6,10,LARCENY/THEFT,Thursday
2016,8,12,LARCENY/THEFT,Thursday
2009,12,0,UUV,Wednesday
2010,7,23,LARCENY/THEFT,Friday
2007,6,21,ASSAULT,Saturday
2009,7,0,LARCENY/THEFT,Thursday
2012,9,0,LARCENY/THEFT,Thursday
2019,2,5,LARCENY/THEFT,Wednesday
2015,1,21,BURGLARY,Friday
2012,9,0,BURGLARY,Saturday
2013,7,18,BURGLARY,Wednesday
2016,4,16,BURGLARY,Monday
2012,2,9,LARCENY/THEFT,Saturday
2021,10,13,LARCENY/THEFT,Saturday
2006,11,22,LARCENY/THEFT,Monday
2013,3,19,LARCENY/THEFT,Monday
2012,10,23,LARCENY/THEFT,Sunday
2011,12,8,LARCENY/THEFT,Wednesday
2012,8,14,LARCENY/THEFT,Wednesday
2016,9,16,LARCENY/THEFT,Wednesday
2017,9,12,LARCENY/THEFT,Thursday
2018,3,18,LARCENY/THEFT,Wednesday
2018,3,17,LARCENY/THEFT,Friday
2013,5,11,BURGLARY,Thursday
2014,1,14,ASSAULT,Sunday
2013,12,4,ASSAULT,Sunday
2008,9,2,LARCENY/THEFT,Friday
2012,11,23,LARCENY/THEFT,Thursday
2018,4,9,BURGLARY,Monday
2017,6,23,LARCENY/THEFT,Friday
2017,5,0,ASSAULT,Friday
2016,11,10,LARCENY/THEFT,Thursday
2006,4,12,LARCENY/THEFT,Tuesday
2006,8,7,BURGLARY,Friday
2017,12,17,UUV,Thursday
2015,11,20,ROBBERY,Tuesday
2016,8,0,LARCENY/THEFT,Monday
2010,11,19,UUV,Thursday
2010,9,8,LARCENY/THEFT,Friday
2011,8,13,BURGLARY,Tuesday
2018,6,12,ASSAULT,Saturday
2019,3,19,LARCENY/THEFT,Thursday
2012,5,16,LARCENY/THEFT,Saturday
2014,3,23,LARCENY/THEFT,Wednesday
2013,7,22,LARCENY/THEFT,Monday
2021,8,12,BURGLARY,Friday
2016,11,23,LARCENY/THEFT,Tuesday
2011,5,18,LARCENY/THEFT,Monday
2015,4,7,LARCENY/THEFT,Tuesday
2014,7,19,ASSAULT,Thursday
2007,1,17,LARCENY/THEFT,Monday
2015,4,13,LARCENY/THEFT,Monday
2012,9,9,BURGLARY,Wednesday
2010,11,9,UUV,Monday
2009,3,21,LARCENY/THEFT,Tuesday
2008,11,9,LARCENY/THEFT,Monday
2007,10,8,BURGLARY,Saturday
2010,2,21,ASSAULT,Tuesday
2016,10,18,BURGLARY,Friday
2015,7,1,ASSAULT,Sunday
2008,11,8,LARCENY/THEFT,Sunday
2014,4,3,BURGLARY,Tuesday
2011,9,0,LARCENY/THEFT,Friday
2017,11,5,BURGLARY,Monday
2016,3,19,LARCENY/THEFT,Wednesday
2007,3,21,ASSAULT,Tuesday
2012,1,2,THEFT OF SERVICES,Wednesday
2010,5,18,LARCENY/THEFT,Friday
2015,5,19,BURGLARY,Sunday
2010,1,22,LARCENY/THEFT,Wednesday
2007,4,19,LARCENY/THEFT,Monday
2013,3,15,MURDER,Monday
2007,8,21,ASSAULT,Monday
2013,3,2,ROBBERY,Monday
2012,3,15,LARCENY/THEFT,Saturday
2010,5,14,BURGLARY,Friday
2020,1,12,BURGLARY,Wednesday
2009,9,18,BURGLARY,Friday
2007,5,20,LARCENY/THEFT,Friday
2016,7,20,ASSAULT,Sunday
2018,6,21,ASSAULT,Monday
